minute,bid,ask
1740822960,85298.5414519907,85298.64145199071
1740823020,85320.22141176459,85320.32305882359
1740823080,85312.89753694582,85312.99753694593
1740823140,85336.80022421511,85336.90067264574
1740823200,85365.31214574887,85365.4121457487
1740823260,85343.07484536064,85343.17484536105
1740823320,85304.16271551719,85304.263362069
1740823380,85242.02807377059,85242.12889344252
1740823440,85149.98766603421,85150.0888045539
1740823500,85127.4688559323,85127.56991525421
1740823560,85080.45483870972,85080.55749525619
1740823620,85112.65085470081,85112.7508547007
1740823680,85129.2534246576,85129.35342465743
1740823740,85081.54033970275,85081.64394904465
1740823800,85082.02942708317,85082.12942708346
1740823860,85046.11422413799,85046.22025862057
1740823920,85078.34013921098,85078.44013921135
1740823980,85111.98089887656,85112.08112359546
1740824040,85155.0959090909,85155.19704545438
1740824100,85177.62184368732,85177.73967935854
1740824160,85123.21242105258,85123.31242105243
1740824220,85112.61123348019,85112.71123348008
1740824280,85094.53303769387,85094.63370288229
1740824340,85060.38202959835,85060.48202959828
1740824400,85064.019502868,85064.11950286788
1740824460,85068.11646586348,85068.21927710845
1740824520,84981.22022471907,84981.40056179768
1740824580,84958.55585106387,84958.66081560278
1740824640,85027.63110687015,85027.73110687011
1740824700,85099.24648956349,85099.34762808324
1740824760,85165.76181474497,85165.86181474481
1740824820,85228.05577299435,85228.15577299429
1740824880,85291.31961165053,85291.42058252438
1740824940,85272.18174097671,85272.28174097658
1740825000,85202.51176470584,85202.61724137931
1740825060,85169.7033684213,85169.80568421067
1740825120,85159.45172413794,85159.55498084294
1740825180,85126.90157480336,85127.00964566928
1740825240,85122.86552462519,85122.96552462516
1740825300,85114.86087866119,85114.96087866115
1740825360,85081.68231441047,85081.78231441042
1740825420,85013.85613305608,85013.95696465697
1740825480,84999.22063882063,84999.32506142509
1740825540,85000.02505399573,85000.12634989199
1740825600,84962.22882096072,84962.3296943232
1740825660,84956.9757369615,84957.08140589553
1740825720,84963.25850340149,84963.35850340147
1740825780,84976.53089770376,84976.6308977036
1740825840,85017.44717948725,85017.55358974345
1740825900,85039.18340336127,85039.28697478994
1740825960,84990.46981891344,84990.57102615687
1740826020,84965.55699152545,84965.65826271192
1740826080,85015.37840670854,85015.47945492638
1740826140,84953.77746781112,84953.87961373392
1740826200,84937.85723542128,84937.95874730025
1740826260,84908.57378435515,84908.67674418594
1740826320,84886.62757894747,84886.73031578962
1740826380,84905.47109207709,84905.57152034265
1740826440,84901.46985981296,84901.56985981307
1740826500,84847.23225806451,84847.33247311813
1740826560,84797.71471698114,84797.82056603767
