"symbol","exchange","valid_from","multiplier","swap_funding_period","swap_funding_base_rate_bps","swap_funding_floor","swap_funding_cap","swap_funding_payment_frequency","swap_funding_clamp_range_high","swap_funding_clamp_range_low","swap_impact_notional"
PSWP-KAITO/USDT,kusw,2025-06-28 23:48:01.287900000 +0800,1.0,480,-2.540000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:48:01.287900000 +0800,1.0,480,-2.540000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,1.0,480,-2.520000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,1.0,480,-2.520000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.1,480,-6.960000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.1,480,-6.960000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:50:03.604015000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.1,480,1.240000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.1,480,1.240000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.1,480,-6.940000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.1,480,-6.940000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:52:06.940595000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,0.1,480,-6.930000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,0.1,480,-6.930000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,0.1,480,1.240000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,0.1,480,1.240000,-52.50000,52.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,1.0,480,-2.50000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:54:04.898824000 +0800,1.0,480,-2.50000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,0.1,480,-6.910000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,0.1,480,-6.910000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:56:09.754629000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,0.1,480,-6.90000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,0.1,480,-6.90000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-28 23:58:11.809792000 +0800,1.0,480,-2.490000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,1.0,480,-2.510000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,1.0,480,-2.510000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,0.1,480,-6.880000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,0.1,480,-6.880000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:00:10.202005000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.1,480,1.250000,-52.50000,52.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,1.0,480,-12.0000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,1.0,480,-12.0000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.001,480,-0.740000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.1,480,-6.870000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:02:10.925604000 +0800,0.1,480,-6.870000,-60.000,60.000,,,,
PSWP-AVAX/USDT,okex,2025-06-29 00:03:13.669524000 +0800,1,480,0,-0.7500,0.7500,,5,-5,
PSWP-BERA/USDT,okex,2025-06-29 00:03:13.669524000 +0800,0.1,240,0,-1.500,1.500,,5,-5,
PSWP-AVAX/USDT,okex,2025-06-29 00:03:13.669524000 +0800,1,480,0,-0.7500,0.7500,,5,-5,
PSWP-BTC/USDT,okex,2025-06-29 00:03:13.669524000 +0800,0.01,480,0,-0.37500,0.37500,,5,-5,
PSWP-PIPPIN/USDT,okex,2025-06-29 00:03:13.669524000 +0800,10,240,0,-1.500,1.500,,5,-5,
PSWP-KAITO/USDT,okex,2025-06-29 00:03:13.669524000 +0800,1,240,0,-2.00,2.00,,5,-5,
PSWP-BTC/USDT,okex,2025-06-29 00:03:13.669524000 +0800,0.01,480,0,-0.37500,0.37500,,5,-5,
PSWP-BERA/USDT,okex,2025-06-29 00:03:13.669524000 +0800,0.1,240,0,-1.500,1.500,,5,-5,
PSWP-PIPPIN/USDT,okex,2025-06-29 00:03:13.669524000 +0800,10,240,0,-1.500,1.500,,5,-5,
PSWP-KAITO/USDT,okex,2025-06-29 00:03:13.669524000 +0800,1,240,0,-2.00,2.00,,5,-5,
PSWP-KAITO/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,1.0,480,-7.370000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,1.0,480,-7.370000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.1,480,-9.550000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.1,480,-9.550000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.1,480,6.620000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.1,480,6.620000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:04:21.576257000 +0800,0.001,480,-0.750000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.001,480,-0.690000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.001,480,-0.690000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.1,480,-8.040000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.1,480,-8.040000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,1.0,480,-1.850000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,1.0,480,-1.850000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.1,480,5.220000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:06:19.354786000 +0800,0.1,480,5.220000,-52.50000,52.50000,,,,
PSWP-PIPPIN/USDT,okex,2025-06-29 00:06:19.797699000 +0800,10,240,0,-1.500,1.500,,5,-5,
PSWP-KAITO/USDT,okex,2025-06-29 00:06:19.797699000 +0800,1,240,0,-2.00,2.00,,5,-5,
PSWP-AVAX/USDT,okex,2025-06-29 00:06:19.797699000 +0800,1,480,0,-0.7500,0.7500,,5,-5,
PSWP-BTC/USDT,okex,2025-06-29 00:06:19.797699000 +0800,0.01,480,0,-0.37500,0.37500,,5,-5,
PSWP-BERA/USDT,okex,2025-06-29 00:06:19.797699000 +0800,0.1,240,0,-1.500,1.500,,5,-5,
PSWP-AVAX/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.1,480,4.750000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.1,480,4.750000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.1,480,-5.030000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.1,480,-5.030000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.001,480,-0.670000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,0.001,480,-0.670000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,1.0,480,0.080000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:08:14.610513000 +0800,1.0,480,0.080000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.1,480,4.510000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.1,480,4.510000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.001,480,-0.520000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:10:29.356201000 +0800,0.001,480,-0.520000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.001,480,-0.780000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.001,480,-0.780000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.1,480,-5.620000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.1,480,-5.620000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,1.0,480,-2.590000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,1.0,480,-2.590000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.1,480,3.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:12:26.513807000 +0800,0.1,480,3.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.1,480,2.20000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.1,480,2.20000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.1,480,-6.090000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.1,480,-6.090000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.001,480,-0.70000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,0.001,480,-0.70000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,1.0,480,-3.180000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:16:14.506252000 +0800,1.0,480,-3.180000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,1.0,480,-3.060000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,1.0,480,-3.060000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.1,480,-5.950000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.1,480,-5.950000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.1,480,1.70000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.1,480,1.70000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.001,480,-0.690000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:18:20.091352000 +0800,0.001,480,-0.690000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.001,480,-0.680000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.001,480,-0.680000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.1,480,-5.850000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.1,480,-5.850000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,1.0,480,-2.350000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,1.0,480,-2.350000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.1,480,1.470000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:20:21.620659000 +0800,0.1,480,1.470000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.1,480,1.140000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.1,480,1.140000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.1,480,-5.760000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.1,480,-5.760000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.001,480,-0.610000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,0.001,480,-0.610000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,1.0,480,-2.350000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:22:22.314304000 +0800,1.0,480,-2.350000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,1.0,480,-1.950000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,1.0,480,-1.950000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.1,480,-5.40000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.1,480,-5.40000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.1,480,0.880000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.1,480,0.880000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.001,480,-0.590000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:24:20.300568000 +0800,0.001,480,-0.590000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.001,480,-0.640000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.001,480,-0.640000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.1,480,-5.370000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.1,480,-5.370000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,1.0,480,-1.720000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,1.0,480,-1.720000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.1,480,0.770000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:26:35.434969000 +0800,0.1,480,0.770000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.1,480,0.480000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.1,480,0.480000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.1,480,-5.240000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.1,480,-5.240000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.001,480,-0.660000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,0.001,480,-0.660000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,1.0,480,-1.90000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:28:38.233673000 +0800,1.0,480,-1.90000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,1.0,480,-1.630000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,1.0,480,-1.630000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.1,480,0.520000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.1,480,0.520000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.001,480,-0.610000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:30:34.654019000 +0800,0.001,480,-0.610000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.001,480,-0.570000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.001,480,-0.570000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.1,480,-5.020000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,1.0,480,-1.950000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,1.0,480,-1.950000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.1,480,0.730000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:32:39.556450000 +0800,0.1,480,0.730000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.1,480,0.750000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.1,480,0.750000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.1,480,-4.830000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.1,480,-4.830000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.001,480,-0.580000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,0.001,480,-0.580000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,1.0,480,-2.210000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:34:41.575275000 +0800,1.0,480,-2.210000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,1.0,480,-2.410000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,1.0,480,-2.410000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.1,480,-4.670000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.1,480,-4.670000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.1,480,0.920000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.1,480,0.920000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.001,480,-0.560000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:36:37.860197000 +0800,0.001,480,-0.560000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.001,480,-0.560000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.001,480,-0.560000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.1,480,-4.770000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.1,480,-4.770000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,1.0,480,-3.020000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,1.0,480,-3.020000,-127.50000,127.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.1,480,0.770000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:39:13.896828000 +0800,0.1,480,0.770000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.1,480,0.790000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.1,480,0.790000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.1,480,-4.630000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.1,480,-4.630000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.001,480,-0.60000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,0.001,480,-0.60000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,1.0,480,-3.070000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:41:16.932767000 +0800,1.0,480,-3.070000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,1.0,480,-3.180000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,1.0,480,-3.180000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,0.1,480,-4.650000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,0.1,480,-4.650000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,0.1,480,0.930000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,0.1,480,0.930000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-29 00:43:13.786094000 +0800,0.001,480,-0.580000,-30.000,30.000,,,,
