"symbol","exchange","valid_from","multiplier","swap_funding_period","swap_funding_base_rate_bps","swap_funding_floor","swap_funding_cap","swap_funding_payment_frequency","swap_funding_clamp_range_high","swap_funding_clamp_range_low","swap_impact_notional"
PSWP-AVAX/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.1,480,-0.10000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.1,480,-0.10000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.001,480,0.520000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.001,480,0.520000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,1.0,480,-0.450000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:21:57.673723000 +0800,1.0,480,-0.450000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,1.0,480,-0.350000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,1.0,480,-0.350000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.001,480,0.530000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.1,480,-5.080000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.1,480,-5.080000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.001,480,0.530000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.1,480,-0.070000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:23:57.605340000 +0800,0.1,480,-0.070000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.1,480,-0.110000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.1,480,-0.110000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.001,480,0.490000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,0.001,480,0.490000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:25:52.953594000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,1.0,480,-0.550000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.001,480,0.460000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.001,480,0.460000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.1,480,-0.090000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:27:50.363748000 +0800,0.1,480,-0.090000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.1,480,0.0,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.1,480,0.0,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.1,480,-5.20000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.001,480,0.460000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.1,480,-5.20000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,0.001,480,0.460000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,1.0,480,-0.610000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:29:54.537110000 +0800,1.0,480,-0.610000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,1.0,480,-0.610000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,1.0,480,-0.610000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.1,480,0.020000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:31:55.131464000 +0800,0.1,480,0.020000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.1,480,0.10000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.1,480,0.10000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,1.0,480,-0.570000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:33:52.646400000 +0800,1.0,480,-0.570000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,1.0,480,-0.570000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,1.0,480,-0.570000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.1,480,-5.210000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.1,480,-5.210000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.1,480,0.120000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:35:45.735976000 +0800,0.1,480,0.120000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.1,480,0.140000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.1,480,0.140000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.1,480,-5.190000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.001,480,0.440000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.001,480,0.440000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,0.1,480,-5.190000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,1.0,480,-0.530000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:37:49.544985000 +0800,1.0,480,-0.530000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,1.0,480,-0.510000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,1.0,480,-0.510000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.001,480,0.430000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.1,480,-5.180000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.001,480,0.430000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.1,480,0.210000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:39:48.004282000 +0800,0.1,480,0.210000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.1,480,0.230000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.1,480,0.230000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.001,480,0.440000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.001,480,0.440000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,1.0,480,-0.450000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:41:43.009103000 +0800,1.0,480,-0.450000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.1,480,-5.090000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.1,480,-5.090000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.1,480,0.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:43:41.582399000 +0800,0.1,480,0.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.1,480,0.260000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.1,480,0.260000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.1,480,-5.080000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.1,480,-5.080000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,0.001,480,0.450000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,1.0,480,-0.370000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:45:51.526918000 +0800,1.0,480,-0.370000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,1.0,480,-0.360000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,1.0,480,-0.360000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.1,480,-5.090000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.1,480,-5.090000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.1,480,0.270000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:47:47.736780000 +0800,0.1,480,0.270000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.1,480,0.240000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.1,480,0.240000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.1,480,-5.150000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,0.1,480,-5.150000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:49:49.425553000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,1.0,480,-0.410000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,1.0,480,-0.410000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.1,480,-5.190000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.1,480,-5.190000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.1,480,0.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:51:49.703226000 +0800,0.1,480,0.250000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.1,480,0.220000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.1,480,0.220000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.1,480,-5.170000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,0.1,480,-5.170000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:53:44.732635000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,1.0,480,-0.40000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.1,480,-5.160000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.1,480,0.230000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:55:45.242662000 +0800,0.1,480,0.230000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.1,480,0.240000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.1,480,0.240000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.1,480,-5.10000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.1,480,-5.10000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,1.0,480,-0.340000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:57:42.402363000 +0800,1.0,480,-0.340000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,1.0,480,-0.270000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,1.0,480,-0.270000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,0.1,480,-5.130000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,0.1,480,0.260000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 01:59:34.950976000 +0800,0.1,480,0.260000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,0.1,480,0.220000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,0.1,480,0.220000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,0.1,480,-5.050000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,0.1,480,-5.050000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,1.0,480,-0.120000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:01:40.308228000 +0800,1.0,480,-0.120000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,1.0,480,-0.10000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,1.0,480,-0.10000,-127.50000,127.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.001,480,0.510000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.001,480,0.510000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.1,480,-4.950000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.1,480,-4.950000,-60.000,60.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.1,480,0.210000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:03:35.448673000 +0800,0.1,480,0.210000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.1,480,0.270000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.1,480,0.270000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.1,480,-4.940000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.1,480,-4.940000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,0.001,480,0.470000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,1.0,480,-0.070000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:05:31.495050000 +0800,1.0,480,-0.070000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,1.0,480,-0.080000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,1.0,480,-0.080000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.1,480,-5.0000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.1,480,-5.0000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.001,480,0.480000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.1,480,0.30000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:07:30.092223000 +0800,0.1,480,0.30000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.1,480,0.350000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.1,480,0.350000,-52.50000,52.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.1,480,-4.990000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.001,480,0.50000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.1,480,-4.990000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,0.001,480,0.50000,-30.000,30.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,1.0,480,-0.030000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:09:28.313292000 +0800,1.0,480,-0.030000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,1.0,480,0.010000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,1.0,480,0.010000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.1,480,-4.980000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.001,480,0.530000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.1,480,-4.980000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.001,480,0.530000,-30.000,30.000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.1,480,0.360000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:11:28.218730000 +0800,0.1,480,0.360000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.1,480,0.290000,-52.50000,52.50000,,,,
PSWP-AVAX/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.1,480,0.290000,-52.50000,52.50000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.001,480,0.550000,-30.000,30.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.001,480,0.550000,-30.000,30.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.1,480,-4.980000,-60.000,60.000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,0.1,480,-4.980000,-60.000,60.000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,1.0,480,0.0,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:13:24.923945000 +0800,1.0,480,0.0,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:15:18.941035000 +0800,1.0,480,0.030000,-127.50000,127.50000,,,,
PSWP-KAITO/USDT,kusw,2025-06-19 02:15:18.941035000 +0800,1.0,480,0.030000,-127.50000,127.50000,,,,
PSWP-BERA/USDT,kusw,2025-06-19 02:15:18.941035000 +0800,0.1,480,-5.040000,-60.000,60.000,,,,
PSWP-BTC/USDT,kusw,2025-06-19 02:15:18.941035000 +0800,0.001,480,0.520000,-30.000,30.000,,,,
